Time,Funding Rate
09/27/2023 01:00:00 AM,-0.000453363
09/26/2023 05:00:00 PM,7.93e-06
09/26/2023 09:00:00 AM,0.000753452
09/26/2023 01:00:00 AM,5.25e-05
09/25/2023 05:00:00 PM,0.000136288
09/25/2023 09:00:00 AM,0.000375666
09/25/2023 01:00:00 AM,-3.35e-05
09/24/2023 05:00:00 PM,-4.37e-06
09/24/2023 09:00:00 AM,9.4e-05
09/24/2023 01:00:00 AM,0.000217519
09/23/2023 05:00:00 PM,0.000322811
09/23/2023 09:00:00 AM,9.21e-05
09/23/2023 01:00:00 AM,0.000137444
09/22/2023 05:00:00 PM,0.000424713
09/22/2023 09:00:00 AM,0.000882193
09/22/2023 01:00:00 AM,0.000172167
09/21/2023 05:00:00 PM,0.000659792
09/21/2023 09:00:00 AM,0.00018762
09/21/2023 01:00:00 AM,-0.000778569
09/20/2023 05:00:00 PM,-0.000385964
09/20/2023 09:00:00 AM,0.000232518
09/20/2023 01:00:00 AM,-0.000170645
09/19/2023 05:00:00 PM,-0.000419258
09/19/2023 09:00:00 AM,0.000310483
09/19/2023 01:00:00 AM,-0.000243481
09/18/2023 05:00:00 PM,-0.000677606
09/18/2023 09:00:00 AM,-0.000834144
09/18/2023 01:00:00 AM,-0.000853819
09/17/2023 05:00:00 PM,-0.000334551
09/17/2023 09:00:00 AM,-8.53e-05
09/17/2023 01:00:00 AM,-0.000408394
09/16/2023 05:00:00 PM,-0.000651497
09/16/2023 09:00:00 AM,-0.000261561
09/16/2023 01:00:00 AM,-0.000472016
09/15/2023 05:00:00 PM,-0.00062704
09/15/2023 09:00:00 AM,-0.000445457
09/15/2023 01:00:00 AM,-0.000564211
09/14/2023 05:00:00 PM,-0.000238158
09/14/2023 09:00:00 AM,0.00019963
09/14/2023 01:00:00 AM,-0.00098048
09/13/2023 05:00:00 PM,-0.000622577
09/13/2023 09:00:00 AM,-9.9e-05
09/13/2023 01:00:00 AM,-0.000959133
09/12/2023 05:00:00 PM,-0.000984354
09/12/2023 09:00:00 AM,-0.000605624
09/12/2023 01:00:00 AM,-0.000901492
09/11/2023 05:00:00 PM,-0.000479555
09/11/2023 09:00:00 AM,-0.000455676
09/11/2023 01:00:00 AM,2.97e-05
09/10/2023 05:00:00 PM,-0.000254911
09/10/2023 09:00:00 AM,-0.000442472
09/10/2023 01:00:00 AM,-0.00083199
09/09/2023 05:00:00 PM,-0.000590674
09/09/2023 09:00:00 AM,0.000622118
09/09/2023 01:00:00 AM,-0.000498082
09/08/2023 05:00:00 PM,-0.000344028
09/08/2023 09:00:00 AM,-0.000303726
09/08/2023 01:00:00 AM,-0.00045869
09/07/2023 05:00:00 PM,-0.000162639
09/07/2023 09:00:00 AM,0.000538615
09/07/2023 01:00:00 AM,0.000468003
09/06/2023 05:00:00 PM,-1.35e-05
09/06/2023 09:00:00 AM,0.000309833
09/06/2023 01:00:00 AM,-0.000161104
09/05/2023 05:00:00 PM,7.94e-05
09/05/2023 09:00:00 AM,-0.000443217
