fundingRate,APR,perp,day
-0.003020625350699948,-1.102528253005481,ETH,2023-02-10 12:00:00.000 UTC
-0.003016478641419224,-1.1010147041180167,ETH,2023-02-10 11:00:00.000 UTC
-0.003016177825847916,-1.1009049064344893,ETH,2023-02-10 10:00:00.000 UTC
-0.0030155308197415496,-1.1006687492056657,ETH,2023-02-10 09:00:00.000 UTC
-0.003013175229521939,-1.0998089587755078,ETH,2023-02-10 08:00:00.000 UTC
-0.0030100401655204384,-1.09866466041496,ETH,2023-02-10 07:00:00.000 UTC
-0.002977653634231051,-1.0868435764943336,ETH,2023-02-11 03:00:00.000 UTC
-0.002971628384663396,-1.0846443604021394,ETH,2023-03-06 14:00:00.000 UTC
-0.0029277243836213283,-1.0686194000217848,ETH,2023-03-06 15:00:00.000 UTC
-0.002917608757352909,-1.0649271964338118,ETH,2023-02-11 04:00:00.000 UTC
-0.0028961969092165503,-1.0571118718640409,ETH,2023-03-11 06:00:00.000 UTC
-0.0028736767346406603,-1.048892008143841,ETH,2023-03-06 16:00:00.000 UTC
-0.002863590292874218,-1.0452104568990896,ETH,2023-02-11 05:00:00.000 UTC
-0.0028603745622295005,-1.0440367152137677,ETH,2023-02-09 18:00:00.000 UTC
-0.002847200727547573,-1.0392282655548641,ETH,2023-03-05 11:00:00.000 UTC
-0.0028429307314089907,-1.0376697169642817,ETH,2023-03-02 01:00:00.000 UTC
-0.002827715347055323,-1.032116101675193,ETH,2023-03-10 14:00:00.000 UTC
-0.0028270171770721107,-1.0318612696313203,ETH,2023-03-03 22:00:00.000 UTC
-0.002826013438486805,-1.0314949050476838,ETH,2023-03-06 17:00:00.000 UTC
-0.0028182492648389933,-1.0286609816662327,ETH,2023-03-10 15:00:00.000 UTC
-0.002810216666632171,-1.0257290833207424,ETH,2023-03-11 05:00:00.000 UTC
-0.002808010352796919,-1.0249237787708754,ETH,2023-02-11 06:00:00.000 UTC
-0.0028057607883532334,-1.02410268774893,ETH,2023-03-10 13:00:00.000 UTC
-0.002766060198767066,-1.009611972549979,ETH,2023-03-06 18:00:00.000 UTC
-0.002763423540961668,-1.0086495924510088,ETH,2023-03-10 16:00:00.000 UTC
-0.0027570756643613093,-1.0063326174918779,ETH,2023-03-10 12:00:00.000 UTC
-0.0027376317606139476,-0.9992355926240909,ETH,2023-02-11 07:00:00.000 UTC
-0.002727323854911062,-0.9954732070425376,ETH,2023-03-10 17:00:00.000 UTC
-0.002726755226325183,-0.9952656576086918,ETH,2023-03-05 10:00:00.000 UTC
-0.0027218876016013045,-0.9934889745844762,ETH,2023-03-12 18:00:00.000 UTC
-0.0027217748285011324,-0.9934478124029134,ETH,2023-03-06 19:00:00.000 UTC
-0.002714309633337367,-0.9907230161681391,ETH,2023-03-11 04:00:00.000 UTC
-0.002707642046814916,-0.9882893470874444,ETH,2023-03-10 18:00:00.000 UTC
-0.002685126093215865,-0.9800710240237908,ETH,2023-03-10 19:00:00.000 UTC
-0.002670662836522616,-0.9747919353307548,ETH,2023-02-11 08:00:00.000 UTC
-0.002667345160946228,-0.9735809837453732,ETH,2023-03-06 20:00:00.000 UTC
-0.0026378406374885427,-0.962811832683318,ETH,2023-03-11 03:00:00.000 UTC
-0.0026272636142264825,-0.9589512191926661,ETH,2023-03-10 20:00:00.000 UTC
-0.0026239652862415897,-0.9577473294781802,ETH,2023-03-06 21:00:00.000 UTC
-0.0026190014321184167,-0.9559355227232221,ETH,2023-03-11 00:00:00.000 UTC
-0.002613965633593607,-0.9540974562616665,ETH,2023-02-11 09:00:00.000 UTC
-0.0026073690366392407,-0.9516896983733228,ETH,2023-03-11 01:00:00.000 UTC
-0.002596687244358617,-0.9477908441908952,ETH,2023-03-11 02:00:00.000 UTC
-0.002588962257788245,-0.9449712240927094,ETH,2023-03-10 11:00:00.000 UTC
-0.0025806688367142534,-0.9419441254007025,ETH,2023-03-10 23:00:00.000 UTC
-0.002568817034669535,-0.9376182176543804,ETH,2023-03-05 09:00:00.000 UTC
-0.0025653660720682393,-0.9363586163049074,ETH,2023-03-10 21:00:00.000 UTC
-0.002562749817551676,-0.9354036834063618,ETH,2023-03-03 23:00:00.000 UTC
-0.0025605611831067024,-0.9346048318339464,ETH,2023-02-11 10:00:00.000 UTC
-0.002557736286792632,-0.9335737446793106,ETH,2023-03-06 22:00:00.000 UTC
-0.002533765071702433,-0.924824251171388,ETH,2023-03-10 22:00:00.000 UTC
-0.002514287556886824,-0.9177149582636908,ETH,2023-03-06 23:00:00.000 UTC
-0.002512978026567853,-0.9172369796972663,ETH,2023-03-02 00:00:00.000 UTC
-0.002501199759274846,-0.9129379121353188,ETH,2023-02-11 11:00:00.000 UTC
-0.00248476622179627,-0.9069396709556385,ETH,2023-02-09 17:00:00.000 UTC
-0.00245765228340962,-0.8970430834445112,ETH,2023-03-07 00:00:00.000 UTC
-0.002455135541248975,-0.8961244725558759,ETH,2023-03-05 08:00:00.000 UTC
-0.002435662628861748,-0.8890168595345381,ETH,2023-02-11 12:00:00.000 UTC
-0.002409604083954828,-0.8795054906435122,ETH,2023-03-07 01:00:00.000 UTC
-0.002402914562478058,-0.8770638153044912,ETH,2023-03-10 10:00:00.000 UTC
-0.002401618798814146,-0.8765908615671633,ETH,2023-02-11 13:00:00.000 UTC
-0.002370424270461352,-0.8652048587183935,ETH,2023-03-07 02:00:00.000 UTC
-0.002343083959022173,-0.8552256450430932,ETH,2023-03-12 19:00:00.000 UTC
-0.0023382087653850505,-0.8534461993655434,ETH,2023-03-07 03:00:00.000 UTC
-0.002316549126936353,-0.8455404313317689,ETH,2023-02-11 14:00:00.000 UTC
-0.0022993079374303317,-0.8392473971620711,ETH,2023-03-01 23:00:00.000 UTC
-0.0022707422944256705,-0.8288209374653698,ETH,2023-03-07 04:00:00.000 UTC
-0.0022647377010700425,-0.8266292608905655,ETH,2023-03-05 07:00:00.000 UTC
-0.0022627160368707305,-0.8258913534578166,ETH,2023-02-11 15:00:00.000 UTC
-0.0022484741767804673,-0.8206930745248706,ETH,2023-03-10 09:00:00.000 UTC
-0.0022462068229916594,-0.8198654903919557,ETH,2023-03-07 05:00:00.000 UTC
-0.0022128550680696286,-0.8076920998454145,ETH,2023-03-07 06:00:00.000 UTC
-0.002208850837091631,-0.8062305555384452,ETH,2023-03-04 00:00:00.000 UTC
-0.002190087392923628,-0.7993818984171241,ETH,2023-02-11 16:00:00.000 UTC
-0.00218929879705371,-0.7990940609246041,ETH,2023-03-07 07:00:00.000 UTC
-0.0021527008012458826,-0.7857357924547471,ETH,2023-03-07 08:00:00.000 UTC
-0.002145368177965961,-0.7830593849575758,ETH,2023-03-10 08:00:00.000 UTC
-0.0021242857776611127,-0.7753643088463061,ETH,2023-02-11 17:00:00.000 UTC
-0.0021190324537617854,-0.7734468456230517,ETH,2023-03-07 09:00:00.000 UTC
-0.002083153623998174,-0.7603510727593334,ETH,2023-03-07 10:00:00.000 UTC
-0.0020579823892025407,-0.7511635720589274,ETH,2023-02-11 18:00:00.000 UTC
-0.002055357505866572,-0.7502054896412987,ETH,2023-03-01 22:00:00.000 UTC
-0.002041334499612879,-0.7450870923587009,ETH,2023-02-09 16:00:00.000 UTC
-0.0020410565218276383,-0.744985630467088,ETH,2023-03-07 11:00:00.000 UTC
-0.0020276605848882994,-0.7400961134842293,ETH,2023-02-11 19:00:00.000 UTC
-0.0020139585859690703,-0.7350948838787107,ETH,2023-02-11 20:00:00.000 UTC
-0.0020105203117030904,-0.733839913771628,ETH,2023-03-07 12:00:00.000 UTC
-0.0020099853907712528,-0.7336446676315073,ETH,2023-03-10 07:00:00.000 UTC
-0.0020086013241941707,-0.7331394833308723,ETH,2023-03-05 06:00:00.000 UTC
-0.001996500223214383,-0.7287225814732499,ETH,2023-02-11 21:00:00.000 UTC
-0.00198739154758936,-0.7253979148701164,ETH,2023-02-11 22:00:00.000 UTC
-0.0019827816136878456,-0.7237152889960636,ETH,2023-02-11 23:00:00.000 UTC
-0.001977990408151863,-0.72196649897543,ETH,2023-02-12 02:00:00.000 UTC
-0.0019778197662284613,-0.7219042146733884,ETH,2023-02-12 01:00:00.000 UTC
-0.001977506372417503,-0.7217898259323886,ETH,2023-02-12 04:00:00.000 UTC
-0.001977182554889443,-0.7216716325346467,ETH,2023-02-12 00:00:00.000 UTC
-0.0019768545300185947,-0.7215519034567871,ETH,2023-02-12 03:00:00.000 UTC
-0.0019766878524306196,-0.7214910661371762,ETH,2023-02-12 15:00:00.000 UTC
-0.001976652958910216,-0.7214783300022289,ETH,2023-02-12 06:00:00.000 UTC
-0.001976019098909903,-0.7212469711021147,ETH,2023-02-12 07:00:00.000 UTC
-0.001975511788982828,-0.7210618029787322,ETH,2023-02-12 14:00:00.000 UTC
-0.0019754271706678753,-0.7210309172937744,ETH,2023-02-12 08:00:00.000 UTC
-0.001975158046326942,-0.7209326869093339,ETH,2023-02-12 09:00:00.000 UTC
-0.001975006656840213,-0.7208774297466777,ETH,2023-02-12 11:00:00.000 UTC
-0.001974900537668311,-0.7208386962489335,ETH,2023-02-12 12:00:00.000 UTC
-0.0019747237300100496,-0.7207741614536681,ETH,2023-02-12 13:00:00.000 UTC
-0.0019575569352287643,-0.714508281358499,ETH,2023-03-04 01:00:00.000 UTC
-0.0019564014060346946,-0.7140865132026635,ETH,2023-03-07 13:00:00.000 UTC
-0.0019446860960560153,-0.7098104250604456,ETH,2023-03-12 20:00:00.000 UTC
-0.0019351935217472593,-0.7063456354377496,ETH,2023-03-10 06:00:00.000 UTC
-0.0019324035969372744,-0.7053273128821052,ETH,2023-02-12 16:00:00.000 UTC
-0.0019251420070154912,-0.7026768325606543,ETH,2023-03-07 14:00:00.000 UTC
-0.001896086722834164,-0.6920716538344699,ETH,2023-03-07 15:00:00.000 UTC
-0.001887959875469215,-0.6891053545462634,ETH,2023-03-07 16:00:00.000 UTC
-0.0018835844926432938,-0.6875083398148022,ETH,2023-03-07 17:00:00.000 UTC
-0.001879377583493222,-0.6859728179750261,ETH,2023-03-07 18:00:00.000 UTC
-0.0018786044964822098,-0.6856906412160065,ETH,2023-03-07 19:00:00.000 UTC
-0.0018719377271795964,-0.6832572704205527,ETH,2023-03-07 20:00:00.000 UTC
-0.0018382531452944362,-0.6709623980324692,ETH,2023-03-07 21:00:00.000 UTC
-0.001801611476145542,-0.6575881887931229,ETH,2023-02-12 17:00:00.000 UTC
-0.0017919231371098865,-0.6540519450451086,ETH,2023-03-07 22:00:00.000 UTC
-0.001780168026346963,-0.6497613296166415,ETH,2023-03-10 05:00:00.000 UTC
-0.0017444135822902117,-0.6367109575359273,ETH,2023-03-07 23:00:00.000 UTC
-0.0017268444305506207,-0.6302982171509766,ETH,2023-03-05 05:00:00.000 UTC
-0.0017110574326079176,-0.62453596290189,ETH,2023-03-08 00:00:00.000 UTC
-0.0016735134119743777,-0.6108323953706479,ETH,2023-03-08 01:00:00.000 UTC
-0.001660452920679752,-0.6060653160481095,ETH,2023-02-12 18:00:00.000 UTC
-0.0016601992671969133,-0.6059727325268733,ETH,2023-03-04 02:00:00.000 UTC
-0.0016515803483715672,-0.6028268271556221,ETH,2023-02-09 15:00:00.000 UTC
-0.0016457096128518437,-0.600684008690923,ETH,2023-03-10 04:00:00.000 UTC
-0.001643851861835077,-0.6000059295698031,ETH,2023-03-08 02:00:00.000 UTC
-0.0016398455490429483,-0.5985436254006761,ETH,2023-03-01 21:00:00.000 UTC
-0.0016113868962658888,-0.5881562171370494,ETH,2023-03-08 03:00:00.000 UTC
-0.0015821969168085517,-0.5775018746351214,ETH,2023-02-12 19:00:00.000 UTC
-0.0015752326039731976,-0.5749599004502172,ETH,2023-03-08 04:00:00.000 UTC
-0.001566176846174406,-0.5716545488536582,ETH,2023-05-06 09:00:00.000 UTC
-0.0015529106193420464,-0.5668123760598469,ETH,2023-03-27 03:00:00.000 UTC
-0.0015492902857516095,-0.5654909542993375,ETH,2023-05-06 10:00:00.000 UTC
-0.001542695603297118,-0.563083895203448,ETH,2023-03-27 04:00:00.000 UTC
-0.0015316942930781892,-0.559068416973539,ETH,2023-03-27 05:00:00.000 UTC
-0.0015220796776016406,-0.5555590823245988,ETH,2023-03-08 05:00:00.000 UTC
-0.0015219171327997992,-0.5554997534719267,ETH,2023-03-27 02:00:00.000 UTC
-0.001518818902151814,-0.5543688992854121,ETH,2023-03-27 06:00:00.000 UTC
-0.0015134723050703848,-0.5524173913506905,ETH,2023-03-27 21:00:00.000 UTC
-0.0015123174502453258,-0.5519958693395439,ETH,2023-03-27 07:00:00.000 UTC
-0.001508818490161514,-0.5507187489089526,ETH,2023-03-27 22:00:00.000 UTC
-0.0015021166101376552,-0.5482725627002442,ETH,2023-03-27 20:00:00.000 UTC
-0.0015008457478812812,-0.5478086979766676,ETH,2023-03-27 19:00:00.000 UTC
-0.0014982624407551123,-0.546865790875616,ETH,2023-03-27 08:00:00.000 UTC
-0.001496760245981441,-0.5463174897832259,ETH,2023-02-12 20:00:00.000 UTC
-0.0014964262505021413,-0.5461955814332816,ETH,2023-03-27 18:00:00.000 UTC
-0.0014953780948289222,-0.5458130046125566,ETH,2023-03-27 23:00:00.000 UTC
-0.0014925053421285732,-0.5447644498769292,ETH,2023-03-27 17:00:00.000 UTC
-0.001484902371578321,-0.5419893656260871,ETH,2023-03-27 09:00:00.000 UTC
-0.0014844559881632428,-0.5418264356795837,ETH,2023-05-06 11:00:00.000 UTC
-0.001482679357286245,-0.5411779654094795,ETH,2023-03-28 00:00:00.000 UTC
-0.0014761265138021195,-0.5387861775377736,ETH,2023-03-08 06:00:00.000 UTC
-0.001474374538987236,-0.5381467067303412,ETH,2023-03-27 01:00:00.000 UTC
-0.001465432173278387,-0.5348827432466113,ETH,2023-03-12 21:00:00.000 UTC
-0.0014621854022862923,-0.5336976718344967,ETH,2023-03-27 16:00:00.000 UTC
-0.0014570725915570638,-0.5318314959183282,ETH,2023-03-28 01:00:00.000 UTC
-0.0014564434634099694,-0.5316018641446388,ETH,2023-03-10 03:00:00.000 UTC
-0.0014422695401777792,-0.5264283821648894,ETH,2023-03-27 11:00:00.000 UTC
-0.001441061120959639,-0.5259873091502683,ETH,2023-05-06 08:00:00.000 UTC
-0.0014400283346922942,-0.5256103421626873,ETH,2023-03-04 03:00:00.000 UTC
-0.0014346467587019343,-0.5236460669262061,ETH,2023-05-06 07:00:00.000 UTC
-0.0014305696963508962,-0.5221579391680772,ETH,2023-03-08 07:00:00.000 UTC
-0.0014222088547445643,-0.519106231981766,ETH,2023-03-27 12:00:00.000 UTC
-0.0014170163393023682,-0.5172109638453644,ETH,2023-03-28 02:00:00.000 UTC
-0.0014113853351615262,-0.515155647333957,ETH,2023-03-27 00:00:00.000 UTC
-0.0014011797558137198,-0.5114306108720077,ETH,2023-03-27 15:00:00.000 UTC
-0.0013961584449792754,-0.5095978324174355,ETH,2023-02-12 21:00:00.000 UTC
-0.0013919164536829755,-0.5080495055942861,ETH,2023-03-27 13:00:00.000 UTC
-0.0013787921501447553,-0.5032591348028357,ETH,2023-03-27 14:00:00.000 UTC
-0.0013648189749787707,-0.4981589258672513,ETH,2023-03-28 03:00:00.000 UTC
-0.00135828207727335,-0.49577295820477274,ETH,2023-03-08 08:00:00.000 UTC
-0.0013313935414379305,-0.4859586426248446,ETH,2023-03-26 23:00:00.000 UTC
-0.0013145000810514055,-0.479792529583763,ETH,2023-02-12 22:00:00.000 UTC
-0.0013134847500961325,-0.47942193378508835,ETH,2023-03-28 04:00:00.000 UTC
-0.0013003634212913088,-0.4746326487713277,ETH,2023-04-23 23:00:00.000 UTC
-0.0012989107038490122,-0.4741024069048895,ETH,2023-04-23 22:00:00.000 UTC
-0.0012971185953094227,-0.4734482872879393,ETH,2023-02-09 14:00:00.000 UTC
-0.0012963396063524447,-0.47316395631864233,ETH,2023-04-23 21:00:00.000 UTC
-0.0012954511663289263,-0.4728396757100581,ETH,2023-04-23 20:00:00.000 UTC
-0.0012924482582009052,-0.4717436142433304,ETH,2023-04-24 00:00:00.000 UTC
-0.0012923740310664847,-0.4717165213392669,ETH,2023-05-06 12:00:00.000 UTC
-0.0012869679993524287,-0.4697433197636365,ETH,2023-04-23 19:00:00.000 UTC
-0.0012824644276600823,-0.46809951609593003,ETH,2023-03-08 09:00:00.000 UTC
-0.001281387340993981,-0.4677063794628031,ETH,2023-04-24 01:00:00.000 UTC
-0.001276058871773456,-0.46576148819731145,ETH,2023-04-23 18:00:00.000 UTC
